Date, Total, TLSv1.3, TLSv1.3 (draft 23), TLSv1.2, TLSv1.1, TLSv1.0, Error, Others, Connection Failed
2018-09-17, 830848, 97850, 17, 662441, 207, 21992, 48324, 17, 169152
2018-09-18, 829654, 99931, 17, 659338, 205, 21928, 48219, 16, 170346
2018-09-19, 829578, 99889, 17, 659306, 205, 21914, 48230, 17, 170422
2018-09-20, 828290, 99816, 16, 658440, 205, 21801, 47995, 17, 171710
2018-09-21, 812364, 97657, 16, 643679, 199, 21105, 49692, 16, 187636
2018-09-22, 834878, 101233, 17, 663229, 208, 21998, 48177, 16, 165122
2018-09-23, 836191, 101381, 16, 664502, 208, 21995, 48073, 16, 163809
2018-09-24, 833570, 101533, 15, 661780, 226, 21892, 48108, 16, 166430
2018-09-25, 834055, 101958, 15, 661856, 205, 21832, 48172, 17, 165945
2018-09-26, 832503, 101830, 11, 660644, 205, 21772, 48025, 16, 167497
2018-09-27, 835840, 102522, 10, 662995, 208, 21838, 48251, 16, 164160
2018-09-28, 836899, 102599, 10, 664114, 204, 21869, 48087, 16, 163101
2018-09-29, 835447, 102518, 9, 663157, 205, 21762, 47781, 15, 164553
2018-09-30, 838973, 102862, 10, 666067, 203, 21845, 47970, 16, 161027
2018-10-01, 834691, 102670, 10, 662536, 203, 21682, 47575, 15, 165309
2018-10-02, 832200, 102934, 10, 659832, 203, 21689, 47516, 16, 167800
2018-10-03, 835342, 105026, 10, 660758, 205, 21647, 47680, 16, 164658
2018-10-04, 832366, 105747, 10, 656897, 204, 21452, 48041, 15, 167634
2018-10-05, 840790, 107081, 10, 662723, 202, 21588, 49170, 16, 159210
2018-10-06, 835179, 106522, 10, 659413, 202, 21565, 47452, 15, 164821
2018-10-07, 836870, 106923, 10, 660770, 205, 21514, 47433, 15, 163130
2018-10-08, 836246, 107566, 10, 659551, 203, 21508, 47392, 16, 163754
2018-10-09, 832917, 107880, 10, 656193, 199, 21379, 47241, 15, 167083
2018-10-10, 831380, 108322, 10, 654479, 201, 21352, 47001, 15, 168620
2018-10-11, 834895, 109091, 8, 657149, 202, 21432, 46998, 15, 165105
2018-10-12, 835605, 109369, 9, 657458, 203, 21367, 47185, 14, 164395
2018-10-13, 829239, 108547, 9, 652468, 201, 21139, 46862, 13, 170761
2018-10-14, 838839, 109771, 9, 660276, 195, 21339, 47235, 14, 161161
2018-10-15, 834900, 109486, 9, 656835, 200, 21310, 47048, 12, 165100
2018-10-16, 835381, 109759, 10, 657050, 199, 21318, 47033, 12, 164619
2018-10-17, 828049, 108597, 7, 651037, 198, 20983, 47219, 8, 171951
2018-10-18, 515380, 68021, 2, 404505, 127, 12768, 29953, 4, 484620
2018-10-19, 828001, 108459, 4, 651399, 188, 20970, 46976, 5, 171999
2018-10-20, 840126, 110622, 4, 660605, 197, 21316, 47377, 5, 159874
2018-10-21, 840344, 110328, 3, 661363, 201, 21337, 47108, 4, 159656
2018-10-22, 834893, 109928, 2, 656763, 196, 21134, 46866, 4, 165107
2018-10-23, 839779, 110975, 3, 660356, 197, 21266, 46979, 3, 160221
2018-10-24, 836550, 110782, 2, 657727, 193, 21156, 46687, 3, 163450
2018-10-25, 836690, 111169, 2, 657596, 195, 21079, 46647, 2, 163310
2018-10-26, 838707, 112119, 2, 658657, 191, 21052, 46684, 2, 161293
2018-10-27, 835791, 112204, 2, 655965, 196, 20969, 46454, 1, 164209
2018-10-28, 839355, 112694, 2, 658750, 197, 21068, 46643, 1, 160645
2018-10-29, 838030, 112863, 2, 657316, 197, 20988, 46663, 1, 161970
2018-10-30, 825030, 110953, 2, 645737, 188, 20504, 47646, 0, 174970
2018-10-31, 835113, 112927, 2, 654599, 205, 20850, 46530, 0, 164887
2018-11-01, 836138, 113172, 2, 655422, 200, 20803, 46539, 0, 163862
2018-11-02, 834478, 113177, 1, 653706, 198, 20681, 46715, 0, 165522
2018-11-03, 836144, 113654, 1, 654888, 204, 20705, 46692, 0, 163856
2018-11-04, 836756, 113786, 1, 655583, 204, 20713, 46469, 0, 163244
2018-11-05, 836581, 114300, 1, 654819, 202, 20691, 46568, 0, 163419
2018-11-06, 833546, 114060, 1, 652364, 202, 20606, 46313, 0, 166454
2018-11-07, 834992, 114539, 1, 653270, 201, 20612, 46369, 0, 165008
2018-11-08, 826540, 113977, 1, 647572, 197, 20387, 44406, 0, 173460
2018-11-09, 825490, 114064, 1, 646677, 200, 20330, 44218, 0, 174510
2018-11-10, 831066, 115125, 1, 650686, 196, 20510, 44548, 0, 168934
2018-11-11, 829153, 114731, 1, 645673, 199, 20243, 48306, 0, 170847
2018-11-12, 591179, 80374, 1, 464116, 139, 14353, 32196, 0, 408821
2018-11-14, 836401, 118595, 1, 652289, 204, 20530, 44782, 0, 163599
2018-11-15, 838282, 123755, 1, 648838, 205, 20543, 44940, 0, 161718
2018-11-16, 838101, 126877, 1, 645713, 205, 20509, 44796, 0, 161899
2018-11-17, 839911, 127229, 1, 647049, 200, 20520, 44912, 0, 160089
2018-11-18, 839656, 127071, 1, 646606, 202, 20449, 45327, 0, 160344
2018-11-19, 841441, 127055, 1, 645901, 204, 20461, 47819, 0, 158559
2018-11-20, 842108, 131331, 1, 642108, 206, 20458, 48004, 0, 157892
2018-11-21, 830472, 129790, 1, 633206, 201, 20054, 47220, 0, 169528
2018-11-22, 842687, 131867, 1, 641877, 202, 20288, 48452, 0, 157313
2018-11-23, 842156, 132073, 1, 641681, 203, 20294, 47904, 0, 157844
2018-11-24, 840442, 131712, 1, 640494, 205, 20197, 47833, 0, 159558
2018-11-25, 841776, 131966, 1, 641336, 201, 20243, 48029, 0, 158224
2018-11-26, 839120, 131688, 1, 639167, 200, 20165, 47899, 0, 160880
2018-11-27, 842089, 132301, 1, 641406, 198, 20213, 47970, 0, 157911
2018-11-28, 840958, 132516, 1, 642421, 194, 20162, 45664, 0, 159042
2018-11-29, 841137, 132458, 0, 642809, 192, 20133, 45545, 0, 158863
2018-11-30, 841721, 132894, 0, 642884, 196, 20119, 45628, 0, 158279
2018-12-01, 839227, 132507, 0, 641051, 196, 20039, 45434, 0, 160773
2018-12-02, 831412, 131112, 0, 634178, 198, 19755, 46169, 0, 168588
2018-12-03, 832093, 131277, 0, 635065, 190, 19743, 45818, 0, 167907
2018-12-04, 840449, 132815, 0, 641819, 190, 19974, 45651, 0, 159551
2018-12-05, 837043, 133161, 0, 638596, 192, 19885, 45209, 0, 162957
2018-12-06, 840243, 134088, 0, 640720, 193, 19907, 45335, 0, 159757
2018-12-07, 840451, 134012, 0, 641134, 193, 19894, 45218, 0, 159549
2018-12-08, 841169, 134010, 0, 641603, 191, 19897, 45468, 0, 158831
2018-12-09, 840883, 133946, 0, 641359, 192, 19842, 45544, 0, 159117
2018-12-10, 834598, 132943, 0, 635802, 191, 19639, 46023, 0, 165402
2018-12-11, 840577, 134110, 0, 640398, 185, 19771, 46113, 0, 159423
2018-12-12, 839344, 133787, 0, 640304, 191, 19804, 45258, 0, 160656
2018-12-13, 836824, 133433, 0, 638485, 188, 19711, 45007, 0, 163176
2018-12-14, 838326, 133975, 0, 639341, 189, 19677, 45144, 0, 161674
2018-12-15, 838501, 134193, 0, 639440, 187, 19688, 44993, 0, 161499
2018-12-16, 839105, 134316, 0, 639839, 189, 19692, 45069, 0, 160895
2018-12-17, 837212, 134183, 0, 638282, 186, 19611, 44950, 0, 162788
2018-12-18, 835001, 133844, 0, 636554, 188, 19538, 44877, 0, 164999
2018-12-19, 838626, 134807, 0, 639117, 187, 19587, 44928, 0, 161374
2018-12-20, 833040, 133928, 0, 634807, 183, 19429, 44693, 0, 166960
2018-12-21, 837011, 134796, 0, 637883, 186, 19483, 44663, 0, 162989
2018-12-22, 828070, 132882, 0, 629419, 176, 19132, 46461, 0, 171930
2018-12-23, 833948, 134244, 0, 635531, 182, 19319, 44671, 1, 166052
2018-12-24, 842416, 135852, 0, 642204, 184, 19542, 44634, 0, 157584
2018-12-25, 842070, 135793, 0, 641795, 184, 19581, 44717, 0, 157930
2018-12-26, 840739, 135619, 0, 640731, 186, 19491, 44712, 0, 159261
2018-12-27, 841734, 135914, 0, 641392, 186, 19503, 44739, 0, 158266
2018-12-28, 839188, 135401, 0, 639666, 186, 19445, 44490, 0, 160812
2018-12-29, 840830, 135751, 0, 640854, 182, 19496, 44547, 0, 159170
2018-12-30, 841554, 135972, 0, 641388, 184, 19470, 44540, 0, 158446
2018-12-31, 841845, 136092, 0, 641625, 187, 19453, 44488, 0, 158155
2019-01-01, 842142, 136377, 0, 641483, 184, 19461, 44637, 0, 157858
2019-01-02, 843097, 135485, 0, 643538, 185, 19407, 44482, 0, 156903
2019-01-03, 846293, 136062, 0, 645826, 183, 19433, 44789, 0, 153707
2019-01-04, 842012, 135999, 0, 641505, 183, 19441, 44884, 0, 157988
2019-01-05, 840931, 135782, 0, 640530, 183, 19398, 45038, 0, 159069
2019-01-06, 839672, 135737, 0, 639582, 184, 19358, 44811, 0, 160328
2019-01-07, 837818, 135350, 0, 638270, 181, 19307, 44710, 0, 162182
2019-01-08, 840360, 136046, 0, 639927, 185, 19375, 44827, 0, 159640
2019-01-09, 839037, 135413, 0, 638979, 179, 19319, 45147, 0, 160963
2019-01-10, 839303, 135963, 0, 639185, 182, 19301, 44672, 0, 160697
2019-01-11, 839778, 136759, 0, 638890, 183, 19284, 44662, 0, 160222
2019-01-12, 835703, 136024, 0, 635869, 179, 19180, 44451, 0, 164297
2019-01-13, 832784, 135791, 0, 633387, 179, 19120, 44307, 0, 167216
2019-01-14, 836184, 136483, 0, 635940, 183, 19189, 44389, 0, 163816
2019-01-15, 834242, 136100, 0, 634340, 181, 19093, 44528, 0, 165758
2019-01-16, 820230, 133786, 0, 622178, 174, 18616, 45476, 0, 179770
2019-01-17, 826752, 134965, 0, 628760, 180, 18777, 44070, 0, 173248
2019-01-18, 838881, 137252, 0, 638184, 182, 19127, 44136, 0, 161119
2019-01-19, 831310, 136030, 0, 632381, 178, 18962, 43759, 0, 168690
2019-01-20, 837841, 137157, 0, 637390, 182, 19050, 44062, 0, 162159
2019-01-21, 837329, 137099, 0, 636934, 179, 19025, 44092, 0, 162671
2019-01-22, 836114, 137146, 0, 635789, 180, 18983, 44016, 0, 163886
2019-01-23, 837009, 137319, 0, 636532, 178, 18956, 44024, 0, 162991
2019-01-24, 825376, 135703, 0, 627482, 182, 18649, 43360, 0, 174624
2019-01-25, 839320, 137877, 0, 638161, 178, 18943, 44161, 0, 160680
2019-01-26, 840176, 138074, 0, 638347, 178, 19000, 44577, 0, 159824
2019-01-27, 836865, 137513, 0, 635944, 179, 18866, 44363, 0, 163135
2019-01-28, 841385, 138509, 0, 639324, 177, 18964, 44411, 0, 158615
2019-01-29, 839878, 138524, 0, 637865, 180, 18908, 44401, 0, 160122
2019-01-30, 832358, 138104, 0, 629782, 176, 18536, 45760, 0, 167642
2019-01-31, 838838, 139530, 0, 636315, 178, 18871, 43944, 0, 161162
2019-02-01, 841172, 140194, 0, 637972, 175, 18881, 43950, 0, 158828
2019-02-02, 841283, 140270, 0, 637971, 178, 18866, 43998, 0, 158717
2019-02-03, 840257, 141079, 0, 636323, 177, 18831, 43847, 0, 159743
2019-02-04, 137741, 23600, 0, 103960, 27, 2885, 7269, 0, 862259
2019-02-05, 839327, 143091, 0, 633570, 176, 18688, 43802, 0, 160673
2019-02-06, 840271, 143116, 0, 634254, 178, 18743, 43980, 0, 159729
2019-02-07, 839244, 143277, 0, 633183, 176, 18722, 43886, 0, 160756
2019-02-08, 839617, 143220, 0, 631532, 170, 18531, 46164, 0, 160383
2019-02-09, 839512, 143188, 0, 633675, 175, 18670, 43804, 0, 160488
2019-02-10, 839540, 143251, 0, 633588, 176, 18681, 43844, 0, 160460
2019-02-11, 839604, 149427, 0, 627507, 177, 18646, 43847, 0, 160396
2019-02-12, 838648, 154566, 0, 621618, 172, 18552, 43740, 0, 161352
2019-02-13, 839373, 145472, 0, 631288, 175, 18437, 44001, 0, 160627
2019-02-14, 837700, 143379, 0, 631972, 175, 18366, 43808, 0, 162300
2019-02-15, 839255, 143609, 0, 633303, 170, 18504, 43669, 0, 160745
2019-02-16, 840467, 143728, 0, 634422, 171, 18476, 43670, 0, 159533
2019-02-17, 840198, 143634, 0, 632215, 174, 18394, 45781, 0, 159802
2019-02-18, 839848, 143665, 0, 631081, 170, 18254, 46678, 0, 160152
2019-02-19, 840279, 143742, 0, 634131, 173, 18455, 43778, 0, 159721
2019-02-20, 838680, 142083, 0, 634213, 170, 18519, 43695, 0, 161320
2019-02-21, 838364, 142443, 0, 633666, 168, 18482, 43605, 0, 161636
2019-02-22, 838738, 142348, 0, 634090, 173, 18492, 43635, 0, 161262
2019-02-23, 840785, 144305, 0, 634151, 169, 18465, 43695, 0, 159215
2019-02-24, 840755, 144423, 0, 634087, 167, 18453, 43625, 0, 159245
2019-02-25, 840426, 144264, 0, 634027, 167, 18428, 43540, 0, 159574
2019-02-26, 840505, 144324, 0, 631177, 162, 18128, 46714, 0, 159495
2019-02-27, 841440, 144403, 0, 635065, 166, 18376, 43430, 0, 158560
2019-02-28, 841322, 144447, 0, 634900, 167, 18370, 43438, 0, 158678
2019-03-01, 840911, 144512, 0, 634682, 167, 18306, 43244, 0, 159089
2019-03-02, 841097, 144544, 0, 634707, 168, 18334, 43344, 0, 158903
2019-03-03, 840885, 144539, 0, 634632, 167, 18275, 43272, 0, 159115
2019-03-04, 841768, 144611, 0, 635396, 169, 18296, 43296, 0, 158232
2019-03-05, 841982, 144696, 0, 635591, 171, 18256, 43268, 0, 158018
2019-03-06, 841949, 144744, 0, 635537, 169, 18219, 43280, 0, 158051
2019-03-07, 846258, 144799, 0, 636883, 163, 17897, 46516, 0, 153742
2019-03-08, 846241, 144826, 0, 639610, 169, 18157, 43479, 0, 153759
2019-03-09, 846221, 144849, 0, 639818, 168, 18174, 43212, 0, 153779
2019-03-10, 845876, 145022, 0, 639090, 164, 18123, 43477, 0, 154124
2019-03-11, 845837, 145038, 0, 639140, 166, 18096, 43397, 0, 154163
2019-03-12, 846059, 145133, 0, 639284, 167, 18077, 43398, 0, 153941
2019-03-13, 845645, 145055, 0, 638991, 170, 18093, 43336, 0, 154355
2019-03-14, 845936, 145085, 0, 639513, 168, 18052, 43118, 0, 154064
2019-03-15, 845864, 144876, 0, 639397, 172, 17998, 43421, 0, 154136
2019-03-16, 845985, 145107, 0, 639580, 169, 17994, 43135, 0, 154015
2019-03-17, 845585, 145053, 0, 639237, 169, 17979, 43147, 0, 154415
2019-03-18, 845620, 144919, 0, 634702, 169, 17664, 48166, 0, 154380
2019-03-19, 844770, 145060, 0, 638590, 173, 17933, 43014, 0, 155230
2019-03-20, 845435, 145054, 0, 639178, 172, 17908, 43123, 0, 154565
2019-03-21, 844002, 145263, 0, 637671, 167, 17902, 42999, 0, 155998
2019-03-22, 845305, 145367, 0, 639048, 170, 17853, 42867, 0, 154695
2019-03-23, 843933, 144235, 0, 638707, 167, 17862, 42962, 0, 156067
2019-03-24, 845324, 145299, 0, 639040, 166, 17856, 42963, 0, 154676
2019-03-25, 844787, 145312, 0, 638698, 169, 17821, 42787, 0, 155213
2019-03-26, 845292, 145440, 0, 638914, 164, 17811, 42963, 0, 154708
2019-03-27, 845425, 145416, 0, 638926, 169, 17780, 43134, 0, 154575
2019-03-28, 843853, 145326, 0, 637796, 167, 17711, 42853, 0, 156147
2019-03-29, 841431, 144841, 0, 636106, 163, 17658, 42663, 0, 158569
2019-03-30, 845008, 145708, 0, 636425, 161, 17449, 45265, 0, 154992
2019-03-31, 844931, 145703, 0, 638166, 164, 17633, 43265, 0, 155069
2019-04-01, 844501, 146122, 0, 637833, 167, 17681, 42698, 0, 155499
2019-04-02, 844636, 147123, 0, 637001, 166, 17654, 42692, 0, 155364
2019-04-03, 844492, 147241, 0, 636890, 167, 17609, 42585, 0, 155508
2019-04-04, 842965, 147254, 0, 635323, 167, 17590, 42631, 0, 157035
2019-04-05, 843437, 147350, 0, 635732, 167, 17569, 42619, 0, 156563
2019-04-06, 838837, 147348, 0, 631155, 167, 17548, 42619, 0, 161163
2019-04-07, 838623, 147322, 0, 631261, 166, 17523, 42351, 0, 161377
2019-04-08, 839767, 147399, 0, 632321, 165, 17505, 42377, 0, 160233
2019-04-09, 842962, 147390, 0, 634271, 162, 17390, 43749, 0, 157038
2019-04-10, 843041, 147551, 0, 634788, 162, 17390, 43150, 0, 156959
2019-04-11, 842949, 147601, 0, 635554, 165, 17419, 42210, 0, 157051
2019-04-12, 843747, 147265, 0, 636782, 164, 17431, 42105, 0, 156253
2019-04-13, 843751, 147309, 0, 636836, 169, 17406, 42031, 0, 156249
2019-04-14, 842241, 147371, 0, 635272, 165, 17381, 42052, 0, 157759
2019-04-15, 844081, 147486, 0, 636878, 168, 17358, 42191, 0, 155919
2019-04-16, 843626, 147586, 0, 636320, 167, 17331, 42222, 0, 156374
2019-04-17, 844118, 148147, 0, 636362, 167, 17358, 42084, 0, 155882
2019-04-18, 836166, 146744, 0, 630258, 167, 17152, 41845, 0, 163834
2019-04-19, 843658, 148282, 0, 633926, 171, 17122, 44157, 0, 156342
2019-04-20, 843695, 148316, 0, 636088, 168, 17297, 41826, 0, 156305
2019-04-21, 843127, 148350, 0, 635611, 167, 17260, 41739, 0, 156873
2019-04-22, 843273, 148500, 0, 635420, 167, 17273, 41913, 0, 156727
2019-04-23, 843320, 148571, 0, 635432, 163, 17268, 41886, 0, 156680
2019-04-24, 843896, 148698, 0, 636010, 166, 17271, 41751, 0, 156104
2019-04-25, 843819, 148810, 0, 635845, 164, 17241, 41759, 0, 156181
2019-04-26, 843767, 148878, 0, 635845, 165, 17212, 41667, 0, 156233
2019-04-27, 844161, 148993, 0, 636136, 164, 17207, 41661, 0, 155839
2019-04-28, 843722, 148959, 0, 635760, 165, 17182, 41656, 0, 156278
2019-04-29, 843956, 149078, 0, 633976, 160, 17035, 43707, 0, 156044
2019-04-30, 843846, 150543, 0, 634354, 160, 17161, 41628, 0, 156154
2019-05-01, 843551, 149609, 0, 634758, 159, 17127, 41898, 0, 156449
2019-05-02, 843245, 157809, 0, 626469, 159, 17117, 41691, 0, 156755
2019-05-03, 843441, 163367, 0, 621160, 162, 17096, 41656, 0, 156559
2019-05-04, 843612, 164011, 0, 620696, 160, 17083, 41662, 0, 156388
2019-05-05, 843107, 164089, 0, 620174, 157, 17063, 41624, 0, 156893
2019-05-06, 840672, 164086, 0, 617823, 157, 17033, 41573, 0, 159328
2019-05-07, 843095, 164334, 0, 620038, 155, 17028, 41540, 0, 156905
2019-05-08, 843036, 164443, 0, 619216, 157, 16947, 42273, 0, 156964
2019-05-09, 843241, 164861, 0, 618309, 150, 16796, 43125, 0, 156759
2019-05-10, 843468, 165620, 0, 619249, 155, 16877, 41567, 0, 156532
2019-05-11, 843040, 165626, 0, 618906, 153, 16853, 41502, 0, 156960
2019-05-12, 843102, 165958, 0, 618554, 155, 16859, 41576, 0, 156898
2019-05-13, 842953, 166029, 0, 618345, 153, 16822, 41604, 0, 157047
2019-05-14, 843539, 165951, 0, 619005, 155, 16796, 41632, 0, 156461
2019-05-15, 843846, 166169, 0, 619141, 153, 16817, 41566, 0, 156154
2019-05-16, 843082, 166776, 0, 617563, 153, 16790, 41800, 0, 156918
2019-05-17, 842811, 166904, 0, 617391, 151, 16772, 41593, 0, 157189
2019-05-18, 842689, 166961, 0, 617404, 152, 16753, 41419, 0, 157311
2019-05-19, 842147, 167024, 0, 614925, 150, 16611, 43437, 0, 157853
2019-05-20, 843216, 167126, 0, 617724, 155, 16752, 41459, 0, 156784
2019-05-21, 843468, 167220, 0, 617864, 155, 16719, 41510, 0, 156532
2019-05-22, 843354, 167393, 0, 617714, 153, 16717, 41377, 0, 156646
2019-05-23, 842906, 167390, 0, 617335, 154, 16681, 41346, 0, 157094
2019-05-24, 843135, 167699, 0, 617392, 252, 16653, 41139, 0, 156865
2019-05-25, 843108, 167730, 0, 617132, 273, 16620, 41353, 0, 156892
2019-05-26, 843166, 167758, 0, 617069, 275, 16603, 41461, 0, 156834
2019-05-27, 843508, 167823, 0, 617424, 276, 16565, 41420, 0, 156492
2019-05-28, 842736, 167761, 0, 617072, 257, 16376, 41270, 0, 157264
2019-05-29, 842654, 167764, 0, 617130, 261, 16308, 41191, 0, 157346
2019-05-30, 843386, 168060, 0, 617316, 272, 16520, 41218, 0, 156614
2019-05-31, 843507, 168314, 0, 617261, 273, 16485, 41174, 0, 156493
2019-06-01, 843000, 168102, 0, 617167, 270, 16466, 40995, 0, 157000
2019-06-02, 843203, 168347, 0, 616402, 272, 16404, 41778, 0, 156797
2019-06-03, 843088, 168402, 0, 615489, 278, 16303, 42616, 0, 156912
2019-06-04, 843318, 168693, 0, 616829, 278, 16397, 41121, 0, 156682
2019-06-05, 842882, 168883, 0, 616265, 289, 16364, 41081, 0, 157118
2019-06-06, 843257, 169134, 0, 616493, 290, 16356, 40984, 0, 156743
2019-06-07, 841668, 169180, 0, 614910, 290, 16294, 40994, 0, 158332
2019-06-08, 841724, 169254, 0, 615048, 292, 16236, 40894, 0, 158276
2019-06-09, 841289, 169276, 0, 614524, 291, 16223, 40975, 0, 158711
2019-06-10, 841104, 169416, 0, 614271, 292, 16207, 40918, 0, 158896
2019-06-11, 843196, 169444, 0, 616131, 290, 16248, 41083, 0, 156804
2019-06-12, 842770, 169739, 0, 615554, 289, 16234, 40954, 0, 157230
2019-06-13, 842509, 169825, 0, 615368, 288, 16189, 40839, 0, 157491
2019-06-14, 842750, 170150, 0, 615317, 291, 16197, 40795, 0, 157250
